Problem Number;Change Date;Problem Status;Problem Sub Status;ST Function Division;Org Line;Owner ST;Support Line Number;Problem Latest Impact;Product;Country;Action Owner Country;Action Owner First Name
1-621393223;2011-12-09 11:38;Accepted;In Progress;E_1; C;G55;2nd;Medium;PROD745;br;Belgium;Peter
1-621393223;2011-12-09 12:33;Queued;Awaiting Assignment;E_1; C;G55;2nd;Medium;PROD745;br;Belgium;Peter
1-621393223;2011-12-09 12:44;Queued;Awaiting Assignment;C_1; C;G56;3rd;Medium;PROD745;br;Belgium;Peter
1-621393223;2011-12-09 13:31;Accepted;Assigned;C_1; C;G56;3rd;Medium;PROD745;br;Sweden;Marie
1-621393223;2012-04-20 16:34;Accepted;In Progress;E_6; B;S4;2nd;Medium;PROD745;br;Brazil;Thiago
1-621393223;2012-04-20 16:34;Completed;Closed;E_6; B;S4;2nd;Medium;PROD745;br;Brazil;Thiago
1-622295317;2011-12-12 15:33;Accepted;In Progress;A2_2; A2;G22;2nd;Medium;PROD631;fr;France;Frederic
1-622295317;2012-03-02 11:22;Accepted;Wait;A2_2; A2;G22;2nd;Medium;PROD631;fr;France;Frederic
1-622295317;2012-03-22 15:45;Completed;Closed;A2_2; A2;G22;2nd;Medium;PROD631;fr;France;Frederic
1-622618613;2011-12-13 04:07;Accepted;In Progress;A2_1; A2;T17;2nd;Low;PROD350;se;Sweden;Britt
1-622618613;2011-12-13 04:07;Queued;Awaiting Assignment;A2_1; A2;T17;2nd;Low;PROD350;se;Sweden;Britt
1-622618613;2011-12-13 07:11;Accepted;In Progress;A2_1; A2;J2;2nd;Low;PROD350;se;Sweden;Britt
1-622618613;2011-12-13 07:11;Accepted;Wait;A2_1; A2;J2;2nd;Low;PROD350;se;Sweden;Britt
1-622618613;2012-01-19 16:38;Completed;Closed;A2_1; A2;J2;2nd;Low;PROD350;se;Sweden;Britt
1-622652886;2011-12-13 09:52;Accepted;In Progress;E_8; C;G119;2nd;Low;PROD597;in;Sweden;Bikshamaiah
1-622652886;2012-04-30 16:41;Completed;Closed;E_8; C;G119;2nd;Low;PROD597;in;Sweden;Bikshamaiah
1-622783644;2011-12-13 10:19;Accepted;In Progress;E_4; C;G89;2nd;Low;PROD436;in;INDIA;Sameer
1-622783644;2011-12-26 13:32;Accepted;Wait;E_4; C;G89;2nd;Low;PROD436;in;INDIA;Sameer
1-622783644;2012-05-18 08:01;Accepted;In Progress;E_4; C;G89;2nd;Low;PROD436;in;INDIA;Sameer
1-622783644;2012-05-18 08:02;Completed;Closed;E_4; C;G89;2nd;Low;PROD436;in;INDIA;Sameer
1-622847448;2011-12-13 15:36;Accepted;In Progress;A2_4; A2;G105;2nd;Medium;PROD337;se;Sweden;Venkata
1-622847448;2012-03-13 14:23;Accepted;Assigned;A2_4; A2;G105;2nd;Medium;PROD337;se;Sweden;Venkata
1-622856843;2011-12-13 11:27;Accepted;In Progress;; C;V34;2nd;High;PROD424;fr;France;Michel
1-622856843;2012-01-24 09:29;Completed;Closed;; C;V34;2nd;High;PROD424;fr;France;Michel
1-622940906;2011-12-13 13:52;Accepted;In Progress;A2_2; A2;M1;2nd;High;PROD753;cn;Sweden;Tomas
1-622940906;2012-01-13 10:07;Accepted;In Progress;A2_2; A2;M1;2nd;High;PROD753;cn;Sweden;Tomas
1-622940906;2012-01-17 11:10;Completed;Closed;A2_2; A2;M1;2nd;High;PROD753;cn;Sweden;Tomas
1-623873811;2011-12-14 16:16;Accepted;In Progress;E_10; C;G288;2nd;High;PROD408;us;Sweden;Rakesh
1-623873811;2011-12-14 16:16;Queued;Awaiting Assignment;E_10; C;G288;2nd;High;PROD408;us;Sweden;Rakesh
1-623873811;2012-01-25 16:21;Accepted;In Progress;V3_3; C;N22;2nd;High;PROD408;us;USA;Kymaria
1-623873811;2012-01-25 16:23;Accepted;Wait;V3_3; C;N22;2nd;High;PROD408;us;USA;Kymaria
1-623873811;2012-02-17 17:02;Completed;Closed;V3_3; C;N22;2nd;High;PROD408;us;USA;Kymaria
1-624219528;2011-12-15 10:55;Accepted;In Progress;; G4;S33;2nd;Low;PROD374;se;Sweden;Rickard
1-624219528;2012-03-27 10:36;Completed;Closed;; G4;S33;2nd;Low;PROD374;se;Sweden;Rickard
1-624403918;2012-01-10 13:26;Queued;Awaiting Assignment;E_10; C;G276;2nd;Medium;PROD698;in;Sweden;Prasad
1-624450715;2011-12-15 15:23;Accepted;In Progress;E_6; C;G48;2nd;High;PROD148;se;Sweden;Mikael
1-624450715;2011-12-15 15:23;Accepted;Wait;E_6; C;G48;2nd;High;PROD148;se;Sweden;Mikael
1-624450715;2012-03-30 13:07;Completed;Closed;E_6; C;G48;2nd;High;PROD148;se;Sweden;Mikael
1-624745314;2011-12-16 09:51;Accepted;In Progress;; G4;S33;2nd;High;PROD374;se;Sweden;Rickard
1-624745314;2012-02-08 14:15;Completed;Closed;; G4;S33;2nd;High;PROD374;se;Sweden;Rickard
1-625322174;2011-12-17 12:18;Accepted;In Progress;C_6; C;G225;3rd;Major;PROD793;fr;France;Olivier
1-625322174;2011-12-17 12:19;Queued;Awaiting Assignment;C_6; C;G225;3rd;Major;PROD793;fr;France;Olivier
1-625459293;2011-12-19 03:13;Accepted;In Progress;A2_1; A2;T17;2nd;Low;PROD350;se;Sweden;Britt
1-625459293;2011-12-19 03:14;Queued;Awaiting Assignment;A2_1; A2;T17;2nd;Low;PROD350;se;Sweden;Britt
1-625459293;2012-01-05 14:08;Accepted;In Progress;A2_1; A2;J2;2nd;Low;PROD350;se;Sweden;Britt
1-625459293;2012-01-05 14:25;Accepted;Wait;A2_1; A2;J2;2nd;Low;PROD350;se;Sweden;Britt
1-625459293;2012-01-19 16:33;Completed;Closed;A2_1; A2;J2;2nd;Low;PROD350;se;Sweden;Britt
1-626515794;2011-12-20 14:07;Accepted;In Progress;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-626515794;2011-12-20 14:26;Accepted;Assigned;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-626515794;2011-12-23 15:33;Accepted;Assigned;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-627630611;2011-12-21 15:43;Accepted;In Progress;E_10; C;G285;2nd;Medium;PROD646;se;Sweden;Leif
1-627630611;2011-12-21 15:46;Queued;Awaiting Assignment;E_10; C;G285;2nd;Medium;PROD646;se;Sweden;Leif
1-628078553;2011-12-22 13:59;Accepted;In Progress;A2_4; A2;G105;2nd;Medium;PROD337;se;Sweden;Vikrant
1-628078553;2012-04-19 16:42;Completed;Closed;A2_4; A2;G105;2nd;Medium;PROD337;se;Sweden;Vikrant
1-628105478;2011-12-22 14:57;Accepted;In Progress;; G4;G51;2nd;High;PROD337;se;Sweden;Ing-Marie
1-628105478;2012-02-02 12:54;Accepted;Assigned;; G4;G51;2nd;High;PROD337;se;Sweden;Ing-Marie
1-628203323;2011-12-22 17:18;Accepted;In Progress;E_7; C;G165;2nd;Low;PROD424;in;INDIA;-
1-628203323;2011-12-22 17:21;Accepted;In Progress;E_7; C;G165;2nd;Low;PROD424;in;INDIA;-
1-628203323;2011-12-26 16:36;Accepted;Assigned;E_7; C;G165;2nd;Low;PROD424;in;INDIA;Rajkishore
1-628203323;2011-12-27 11:05;Accepted;In Progress;E_7; C;G165;2nd;Low;PROD424;in;INDIA;Rajkishore
1-628203323;2012-01-17 21:43;Accepted;Wait;E_7; C;G165;2nd;Low;PROD424;in;INDIA;Rajkishore
1-628203323;2012-04-03 21:11;Accepted;In Progress;E_7; C;G165;2nd;Low;PROD424;in;INDIA;Rajkishore
1-628203323;2012-05-08 02:29;Completed;Closed;E_7; C;G165;2nd;Low;PROD424;in;INDIA;Rajkishore
1-628669941;2011-12-23 10:46;Accepted;In Progress;E_7; C;G160;2nd;Low;PROD673;se;Sweden;Peter
1-628669941;2012-01-02 09:24;Completed;Closed;E_7; C;G160;2nd;Low;PROD673;se;Sweden;Peter
1-631001113;2011-12-29 13:34;Accepted;In Progress;A2_4; A2;G118;2nd;Medium;PROD591;se;Sweden;Maria
1-631001113;2012-01-02 08:23;Completed;Closed;A2_4; A2;G118;2nd;Medium;PROD591;se;Sweden;Maria
1-631117870;2011-12-30 00:45;Accepted;In Progress;E_4; C;G88;2nd;High;PROD793;us;USA;Robert
1-631117870;2011-12-30 00:47;Accepted;Wait;E_4; C;G88;2nd;High;PROD793;us;USA;Robert
1-631117870;2011-12-30 00:49;Accepted;Wait;E_4; C;G88;2nd;High;PROD793;us;USA;Robert
1-631117870;2012-01-24 09:38;Queued;Awaiting Assignment;E_4; C;G88;2nd;High;PROD793;us;USA;Robert
1-631117870;2012-03-07 13:19;Queued;Awaiting Assignment;E_4; C;G88;2nd;High;PROD793;us;USA;Robert
1-631117870;2012-03-12 19:24;Accepted;In Progress;E_4; C;G88;2nd;High;PROD793;us;Sweden;Vaibhav
1-631117870;2012-03-19 09:54;Completed;Closed;E_4; C;G88;2nd;High;PROD793;us;Sweden;Vaibhav
1-634487640;2012-01-04 11:50;Accepted;In Progress;A2_4; A2;G105;2nd;Medium;PROD337;se;Sweden;Vikrant
1-634487640;2012-01-25 14:31;Completed;Closed;A2_4; A2;G105;2nd;Medium;PROD337;se;Sweden;Vikrant
1-634506651;2012-01-04 12:36;Accepted;In Progress;V3_1; C;G346;1st;Medium;PROD631;se;Sweden;Kjell
1-634506651;2012-01-04 12:53;Completed;Closed;V3_1; C;G346;1st;Medium;PROD631;se;Sweden;Kjell
1-634533656;2012-01-04 13:02;Accepted;In Progress;E_7; C;G160;2nd;Low;PROD673;se;Sweden;Peter
1-634533656;2012-01-09 13:11;Completed;Closed;E_7; C;G160;2nd;Low;PROD673;se;Sweden;Peter
1-635382525;2012-01-05 14:48;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-635382525;2012-01-10 15:36;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-636080278;2012-01-06 15:40;Accepted;In Progress;E_10; C;G236;2nd;Medium;PROD494;us;Sweden;Prasad
1-636080278;2012-01-06 15:51;Queued;Awaiting Assignment;E_10; C;G236;2nd;Medium;PROD494;us;Sweden;Prasad
1-636080278;2012-01-09 12:54;Queued;Awaiting Assignment;E_10; C;G236;2nd;Medium;PROD494;us;Sweden;Prasad
1-636080278;2012-01-09 15:28;Accepted;In Progress;E_10; C;G236;2nd;Medium;PROD494;us;Sweden;Jitender
1-636102195;2012-01-06 16:05;Accepted;In Progress;E_4; C;G88;2nd;Medium;PROD793;us;USA;Robert
1-636102195;2012-01-06 16:15;Accepted;Wait;E_4; C;G88;2nd;Medium;PROD793;us;USA;Robert
1-636102195;2012-01-21 03:17;Queued;Awaiting Assignment;E_4; C;G88;2nd;Medium;PROD793;us;USA;Robert
1-636102195;2012-02-29 13:04;Accepted;Assigned;E_4; C;G88;2nd;Medium;PROD793;us;INDIA;Hineesh
1-636102195;2012-03-05 16:30;Accepted;Wait;E_4; C;G88;2nd;Medium;PROD793;us;INDIA;Hineesh
1-636102195;2012-03-28 16:51;Completed;Closed;E_4; C;G88;2nd;Medium;PROD793;us;INDIA;Hineesh
1-636852199;2012-01-09 10:34;Accepted;Assigned;A2_3; A2;N26;2nd;Medium;PROD791;pl;POLAND;Radoslaw
1-636931254;2012-01-09 10:19;Accepted;In Progress;E_10; C;G263;2nd;High;PROD494;in;Sweden;Jitender
1-636931254;2012-01-09 10:21;Accepted;In Progress;E_10; C;G263;2nd;High;PROD494;in;Sweden;Jitender
1-636931254;2012-01-09 11:44;Accepted;In Progress;E_10; C;G263;2nd;High;PROD494;in;Sweden;Jitender
1-636931254;2012-01-09 11:45;Queued;Awaiting Assignment;E_10; C;G236;2nd;High;PROD494;in;Sweden;Prasad
1-636931254;2012-01-09 11:45;Accepted;In Progress;E_10; C;G263;2nd;High;PROD494;in;Sweden;Jitender
1-636931254;2012-01-09 11:46;Queued;Awaiting Assignment;E_10; C;G236;2nd;High;PROD494;in;Sweden;Prasad
1-636931254;2012-01-09 11:46;Accepted;In Progress;E_10; C;G236;2nd;High;PROD494;in;Sweden;Jitender
1-636931254;2012-01-09 12:59;Completed;Closed;E_10; C;G236;2nd;High;PROD494;in;Sweden;Jitender
1-636931254;2012-01-24 14:00;Accepted;In Progress;E_10; C;G263;2nd;High;PROD494;in;Sweden;Jitender
1-636931254;2012-01-24 14:05;Queued;Awaiting Assignment;E_10; C;G236;2nd;High;PROD494;in;Sweden;Prasad
1-636931254;2012-01-24 14:06;Accepted;In Progress;E_10; C;G263;2nd;High;PROD494;in;Sweden;Jitender
1-636931254;2012-01-24 14:07;Accepted;In Progress;E_10; C;G236;2nd;High;PROD494;in;Sweden;Jitender
1-636931254;2012-01-24 14:23;Completed;Closed;E_10; C;G236;2nd;High;PROD494;in;Sweden;Jitender
1-636931254;2012-02-09 10:00;Accepted;In Progress;E_10; C;G263;2nd;High;PROD494;in;Sweden;Jitender
1-636931254;2012-02-09 10:01;Accepted;Assigned;E_10; C;G236;2nd;High;PROD494;in;Sweden;Prasad
1-636931254;2012-02-09 10:01;Accepted;In Progress;E_10; C;G236;2nd;High;PROD494;in;Sweden;Jitender
1-636931254;2012-02-09 10:14;Completed;Closed;E_10; C;G236;2nd;High;PROD494;in;Sweden;Jitender
1-636931254;2012-02-09 11:35;Accepted;In Progress;E_10; C;G236;2nd;High;PROD494;in;Sweden;Jitender
1-636931254;2012-02-09 11:37;Completed;Closed;E_10; C;G236;2nd;High;PROD494;in;Sweden;Jitender
1-637059802;2012-01-09 11:55;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-637059802;2012-01-09 11:55;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-637089310;2012-01-09 12:49;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-637089310;2012-01-09 12:52;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-637089310;2012-02-14 15:02;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-637089310;2012-02-16 13:15;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Timothy
1-637089310;2012-02-16 13:16;Completed;Closed;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Timothy
1-637713545;2012-01-10 11:11;Accepted;In Progress;E_10; C;G138;2nd;Low;PROD802;se;Sweden;Ann-Charlotte
1-637713545;2012-01-10 11:16;Queued;Awaiting Assignment;E_10; C;G138;2nd;Low;PROD802;se;Sweden;Ann-Charlotte
1-637713651;2012-01-10 10:27;Accepted;In Progress;; G4;S33;2nd;Low;PROD397;se;Sweden;Hòkan
1-637713651;2012-01-13 12:32;Completed;Closed;; G4;S33;2nd;Low;PROD397;se;Sweden;Hòkan
1-637893062;2012-01-10 14:05;Accepted;In Progress;; G4;S33;2nd;Medium;PROD448;se;Sweden;Samira
1-637893062;2012-01-27 15:52;Accepted;Assigned;; G4;S33;2nd;Medium;PROD448;se;Sweden;Samira
1-637893062;2012-03-12 16:22;Accepted;In Progress;; G4;S33;2nd;Medium;PROD448;se;Sweden;Samira
1-637893062;2012-03-12 16:22;Completed;Closed;; G4;S33;2nd;Medium;PROD448;se;Sweden;Samira
1-638091067;2012-01-10 19:56;Accepted;In Progress;E_7; C;G160;2nd;Major;PROD327;se;Sweden;Peter
1-638091067;2012-01-13 15:46;Completed;Closed;E_7; C;G160;2nd;Major;PROD327;se;Sweden;Peter
1-638091067;2012-01-13 16:55;Accepted;In Progress;E_7; C;G160;2nd;Major;PROD327;se;Sweden;Peter
1-638091067;2012-01-13 16:57;Accepted;Wait;E_7; C;G160;2nd;Major;PROD327;se;Sweden;Peter
1-638091067;2012-01-16 15:55;Queued;Awaiting Assignment;E_7; C;G160;2nd;Major;PROD327;se;Sweden;Peter
1-638091067;2012-01-18 10:14;Accepted;Assigned;E_7; C;G160;2nd;Major;PROD327;se;Sweden;Peter
1-638091067;2012-04-16 11:09;Accepted;In Progress;E_7; C;G160;2nd;Major;PROD327;se;Sweden;Peter
1-638091067;2012-04-16 11:09;Completed;Closed;E_7; C;G160;2nd;Major;PROD327;se;Sweden;Peter
1-639881579;2012-01-12 09:13;Accepted;In Progress;E_7; C;G160;2nd;High;PROD673;se;Sweden;Peter
1-639881579;2012-02-06 08:15;Completed;Closed;E_7; C;G160;2nd;High;PROD673;se;Sweden;Peter
1-639942581;2012-01-12 11:16;Accepted;In Progress;E_7; C;G153;2nd;Medium;PROD673;se;France;Fabrice
1-639942581;2012-02-07 11:40;Accepted;Wait;E_7; C;G153;2nd;Medium;PROD673;se;France;Fabrice
1-639942581;2012-02-15 15:16;Accepted;In Progress;E_7; C;G153;2nd;Medium;PROD673;se;France;Fabrice
1-639942581;2012-02-15 15:51;Completed;Closed;E_7; C;G153;2nd;Medium;PROD673;se;France;Fabrice
1-640059801;2012-01-12 12:24;Accepted;In Progress;E_6; C;V29;2nd;Medium;PROD673;fr;France;Bruno
1-640059801;2012-01-12 12:26;Completed;Closed;E_6; C;V29;2nd;Medium;PROD673;fr;France;Bruno
1-640254885;2012-01-12 16:14;Accepted;In Progress;E_4; C;G88;2nd;Major;PROD348;se;USA;Robert
1-640254885;2012-01-12 16:15;Queued;Awaiting Assignment;E_4; C;G88;2nd;Major;PROD348;se;USA;Robert
1-640387614;2012-01-12 22:20;Accepted;In Progress;E_10; C;G138;2nd;Medium;PROD802;se;Sweden;Ann-Charlotte
1-640387614;2012-01-12 22:21;Accepted;In Progress;E_10; C;G138;2nd;Medium;PROD802;se;Sweden;Ann-Charlotte
1-640387614;2012-01-12 22:22;Queued;Awaiting Assignment;E_10; C;G138;2nd;Medium;PROD802;se;Sweden;Ann-Charlotte
1-640387614;2012-01-13 22:25;Queued;Awaiting Assignment;E_10; C;G138;2nd;Medium;PROD802;se;Sweden;Ann-Charlotte
1-641023492;2012-01-13 08:04;Accepted;In Progress;; G4;S33;2nd;Medium;PROD374;se;Sweden;Rickard
1-641023492;2012-01-26 13:51;Completed;Closed;; G4;S33;2nd;Medium;PROD374;se;Sweden;Rickard
1-641083751;2012-01-13 09:10;Accepted;In Progress;; G4;S30;2nd;Medium;PROD412;se;Sweden;David
1-641083751;2012-01-13 09:17;Accepted;Assigned;; G4;S30;2nd;Medium;PROD412;se;Sweden;David
1-641083751;2012-01-22 23:36;Accepted;In Progress;; G4;S30;2nd;Medium;PROD412;se;Sweden;David
1-641083751;2012-01-22 23:37;Completed;Closed;; G4;S30;2nd;Medium;PROD412;se;Sweden;David
1-641083987;2012-01-13 09:43;Accepted;In Progress;; G4;S30;2nd;Medium;PROD412;se;Sweden;David
1-641083987;2012-01-13 09:47;Accepted;Assigned;; G4;S30;2nd;Medium;PROD412;se;Sweden;David
1-641083987;2012-05-17 09:54;Accepted;In Progress;; G4;S30;2nd;Medium;PROD412;se;Sweden;David
1-641083987;2012-05-17 09:54;Completed;Closed;; G4;S30;2nd;Medium;PROD412;se;Sweden;David
1-641243011;2012-01-13 12:26;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-641243011;2012-01-13 12:30;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-641243011;2012-02-01 12:00;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;POLAND;Tomasz
1-641243011;2012-02-01 12:53;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-641243011;2012-02-02 12:20;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;POLAND;Tomasz
1-641243011;2012-02-02 12:22;Completed;Closed;A2_1; A2;G42;3rd;Medium;PROD236;gb;POLAND;Tomasz
1-641306231;2012-01-13 13:40;Accepted;In Progress;A2_4; A2;G118;2nd;Medium;PROD591;se;Sweden;Maria
1-641306231;2012-01-16 12:40;Completed;Closed;A2_4; A2;G118;2nd;Medium;PROD591;se;Sweden;Maria
1-641323677;2012-01-13 13:25;Accepted;In Progress;; G4;S33;2nd;High;PROD374;se;Sweden;Roland
1-641323677;2012-01-13 13:27;Accepted;Assigned;; G4;S33;2nd;High;PROD374;se;Sweden;Roland
1-641323677;2012-01-13 15:30;Accepted;In Progress;; G4;S33;2nd;High;PROD374;se;Sweden;Roland
1-641323677;2012-01-17 08:19;Completed;Closed;; G4;S33;2nd;High;PROD374;se;Sweden;Roland
1-641530471;2012-01-13 20:03;Queued;Awaiting Assignment;E_4; C;G88;2nd;Medium;PROD436;us;USA;Robert
1-642766943;2012-01-16 14:45;Accepted;In Progress;A2_1; A2;N14;2nd;High;PROD776;pl;POLAND;Paulina
1-642766943;2012-01-16 15:36;Accepted;Wait;A2_1; A2;N14;2nd;High;PROD776;pl;POLAND;Paulina
1-642766943;2012-01-18 08:17;Accepted;In Progress;A2_1; A2;N14;2nd;High;PROD776;pl;POLAND;Paulina
1-642766943;2012-01-18 08:18;Completed;Closed;A2_1; A2;N14;2nd;High;PROD776;pl;POLAND;Paulina
1-642846054;2012-01-16 16:03;Accepted;In Progress;E_4; C;G88;2nd;Medium;PROD793;us;INDIA;Ramith
1-642846054;2012-01-16 16:14;Accepted;In Progress;E_4; C;G88;2nd;Medium;PROD793;us;INDIA;Ramith
1-642846054;2012-05-23 12:53;Completed;Closed;E_4; C;G88;2nd;Medium;PROD793;us;INDIA;Ramith
1-643556695;2012-01-17 13:09;Accepted;In Progress;E_4; C;G88;2nd;Major;PROD793;us;INDIA;Ramith
1-643556695;2012-02-23 09:11;Completed;Closed;E_4; C;G88;2nd;Major;PROD793;us;INDIA;Ramith
1-643706642;2012-01-17 14:56;Accepted;In Progress;; G4;S28;2nd;High;PROD108;se;Sweden;Mattias
1-643706642;2012-01-17 15:33;Accepted;In Progress;; G4;S28;2nd;High;PROD108;se;Sweden;Mattias
1-643706642;2012-01-19 08:16;Completed;Closed;; G4;S28;2nd;High;PROD108;se;Sweden;Mattias
1-644748889;2012-01-18 11:17;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-644748889;2012-01-18 11:19;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-644992956;2012-01-18 15:02;Accepted;In Progress;E_1; C;G55;2nd;High;PROD745;be;Sweden;Kòre
1-644992956;2012-01-18 15:04;Accepted;In Progress;E_1; C;G55;2nd;High;PROD745;be;Sweden;Kòre
1-644992956;2012-01-23 10:21;Accepted;Wait;E_1; C;G55;2nd;High;PROD745;be;Sweden;Kòre
1-644992956;2012-04-20 13:15;Completed;Closed;E_1; C;G55;2nd;High;PROD745;be;Sweden;Kòre
1-647796802;2012-01-19 09:47;Accepted;In Progress;; G4;S30;2nd;High;PROD412;se;Sweden;David
1-647796802;2012-01-19 10:22;Accepted;Assigned;; G4;S30;2nd;High;PROD412;se;Sweden;David
1-647796802;2012-01-19 14:07;Accepted;In Progress;; G4;S30;2nd;High;PROD412;se;Sweden;David
1-647796802;2012-01-22 23:31;Completed;Closed;; G4;S30;2nd;High;PROD412;se;Sweden;David
1-647841758;2012-01-19 10:31;Accepted;In Progress;; F;G207;2nd;Major;PROD821;be;Belgium;Marc
1-647841758;2012-01-19 10:36;Completed;Closed;; F;G207;2nd;Major;PROD821;be;Belgium;Marc
1-647841758;2012-02-03 15:24;Accepted;In Progress;; F;G207;2nd;Major;PROD821;be;Belgium;Marc
1-647841758;2012-02-03 15:27;Queued;Awaiting Assignment;C_1; C;G56;3rd;Major;PROD821;be;Belgium;Peter
1-649887393;2012-01-23 09:18;Accepted;In Progress;; G4;S33;2nd;Medium;PROD374;se;Sweden;Per
1-649887393;2012-03-28 10:23;Completed;Closed;; G4;S33;2nd;Medium;PROD374;se;Sweden;Per
1-650123293;2012-01-23 13:22;Accepted;In Progress;; G4;S33;2nd;Medium;PROD374;se;Sweden;Roland
1-650123293;2012-01-23 13:23;Accepted;Assigned;; G4;S33;2nd;Medium;PROD374;se;Sweden;Roland
1-650123293;2012-01-24 08:47;Accepted;In Progress;; G4;S33;2nd;Medium;PROD374;se;Sweden;Roland
1-650123293;2012-03-19 21:37;Completed;Closed;; G4;S33;2nd;Medium;PROD374;se;Sweden;Roland
1-650135511;2012-01-23 13:25;Accepted;In Progress;; F;G207;2nd;Medium;PROD753;se;Belgium;Marc
1-650135511;2012-03-15 04:34;Completed;Closed;; F;G207;2nd;Medium;PROD753;se;Belgium;Marc
1-650892393;2012-01-24 08:43;Accepted;In Progress;; G4;S29;2nd;Medium;PROD551;se;Sweden;Erik
1-650892393;2012-01-25 07:28;Completed;Closed;; G4;S29;2nd;Medium;PROD551;se;Sweden;Erik
1-652270498;2012-01-25 15:36;Accepted;In Progress;A2_3; A2;N5;2nd;Medium;PROD231;us;USA;David
1-652270498;2012-03-14 12:26;Completed;Closed;A2_3; A2;N5;2nd;Medium;PROD231;us;USA;David
1-652874271;2012-01-26 08:21;Accepted;In Progress;; G4;S33;2nd;Medium;PROD397;se;Sweden;Hòkan
1-652874271;2012-04-02 16:10;Completed;Closed;; G4;S33;2nd;Medium;PROD397;se;Sweden;Hòkan
1-652925445;2012-01-26 09:54;Accepted;In Progress;; G4;S33;2nd;Low;PROD374;se;Sweden;Rickard
1-652925445;2012-04-30 13:21;Completed;Closed;; G4;S33;2nd;Low;PROD374;se;Sweden;Rickard
1-653254236;2012-01-26 16:50;Accepted;In Progress;A2_1; A2;W16;3rd;Medium;PROD761;pl;POLAND;Miroslaw
1-653254236;2012-01-26 16:52;Accepted;Wait;A2_1; A2;W16;3rd;Medium;PROD761;pl;POLAND;Miroslaw
1-653254236;2012-05-23 16:34;Completed;Closed;A2_1; A2;W16;3rd;Medium;PROD761;pl;POLAND;Miroslaw
1-653314473;2012-01-26 19:30;Queued;Awaiting Assignment;V3_3; C;N22;2nd;Major;PROD306;us;USA;Kymaria
1-653314473;2012-02-17 16:17;Accepted;In Progress;V3_3; C;N22;2nd;Major;PROD306;us;USA;Kymaria
1-653314473;2012-03-23 16:15;Completed;Closed;V3_3; C;N22;2nd;Major;PROD306;us;USA;Kymaria
1-653989471;2012-01-27 10:57;Queued;Awaiting Assignment;E_7; C;G162;2nd;High;PROD597;us;INDIA;-
1-653989471;2012-02-03 13:38;Accepted;In Progress;E_7; C;G165;2nd;High;PROD597;us;INDIA;-
1-653989471;2012-02-03 13:48;Accepted;In Progress;E_7; C;G153;2nd;High;PROD597;us;INDIA;Santosh
1-655536176;2012-01-30 15:52;Accepted;In Progress;E_4; C;G88;2nd;Medium;PROD815;us;Sweden;Mats
1-655536176;2012-02-22 17:53;Completed;Closed;E_4; C;G88;2nd;Medium;PROD815;us;Sweden;Mats
1-656510751;2012-01-31 18:42;Accepted;In Progress;; G4;S33;2nd;Medium;PROD374;se;Sweden;Per
1-656510751;2012-02-05 12:36;Completed;Closed;; G4;S33;2nd;Medium;PROD374;se;Sweden;Per
1-656510751;2012-02-05 12:37;Accepted;In Progress;; G4;S33;2nd;Medium;PROD374;se;Sweden;Per
1-656510751;2012-02-05 12:37;Completed;Closed;; G4;S33;2nd;Medium;PROD374;se;Sweden;Per
1-656868426;2012-02-01 07:33;Accepted;In Progress;; G4;S30;2nd;Medium;PROD412;se;Sweden;Marco
1-656868426;2012-02-01 07:34;Accepted;Assigned;; G4;S30;2nd;Medium;PROD412;se;Sweden;Marco
1-656868426;2012-02-01 08:36;Accepted;Wait;; G4;S30;2nd;Medium;PROD412;se;Sweden;Marco
1-656868426;2012-02-22 08:36;Completed;Closed;; G4;S30;2nd;Medium;PROD412;se;Sweden;Marco
