ST Function Division;Org Line;Involved ST;Support Line Number;Product;Owner First Name
C_6;C;N55;3rd;PROD771;Siebel
C_6;C;G269;3rd;PROD621;Sivakumar
C_6;C;N55;3rd;PROD87;Sonu
C_6;C;G269;3rd;PROD621;Sten
C_6;C;N55;3rd;PROD802;Stephen
C_6;C;G268;3rd;PROD802;Stephen
C_6;C;N55;3rd;PROD87;Stephen
C_6;C;N55;3rd;PROD771;Stephen
C_6;C;G225;3rd;PROD802;Steven
C_6;C;G225;3rd;PROD307;Steven
C_6;C;N55;3rd;PROD87;Summy
C_6;B;T2;3rd;PROD793;Sungrae
C_6;C;G261;3rd;PROD793;Sungrae
C_6;C;G225;3rd;PROD13;Thamarai
C_6;C;G257;3rd;PROD662;Thomas
C_6;C;G257;3rd;PROD401;Thomas
C_6;C;G148;3rd;PROD348;Tina
C_6;C;G225;3rd;PROD802;Tom
C_6;C;G268;3rd;PROD802;Tom
C_6;C;G144;3rd;PROD660;Ulf
C_6;C;G257;3rd;PROD662;Ulf
C_6;C;N55;3rd;PROD802;Umar Farooque
D_1;A2;W12;2nd;PROD607;Adam
D_1;A2;L38;3rd;PROD607;Adam
D_1;A2;L58;3rd;PROD603;Adrien
D_1;A2;V17;3rd;PROD604;Aleksander
D_1;A2;L38;3rd;PROD607;Alex
D_1;A2;L40;3rd;PROD298;Aline
D_1;A2;G197;2nd;PROD617;Alvin
D_1;A2;V16;3rd;PROD617;Alvin
D_1;A2;V10;3rd;PROD49;Alvin
D_1;A2;V11;3rd;PROD49;Alvin
D_1;A2;C4;3rd;PROD607;Amy
D_1;A2;L38;3rd;PROD607;Amy
D_1;A2;L38;3rd;PROD607;Anders
D_1;A2;V17;3rd;PROD617;Andre
D_1;A2;V44;3rd;PROD622;Andre
D_1;A2;V16;3rd;PROD54;Andre
D_1;A2;L50;3rd;PROD609;Andreas
D_1;A2;L40;3rd;PROD609;Andreas
D_1;A2;V10;3rd;PROD70;Andrzej
D_1;A2;N31;3rd;PROD607;Angelica
D_1;A2;L50;3rd;PROD611;Anil
D_1;A2;G197;2nd;PROD604;Anja
D_1;A2;L51;3rd;PROD602;Anjali
D_1;A2;L51;3rd;PROD607;Anjali
D_1;A2;L38;3rd;PROD607;Anjali
D_1;A2;V11;3rd;PROD74;Anna
D_1;A2;V11;3rd;PROD71;Anna
D_1;A2;V14;3rd;PROD71;Anna
D_1;A2;V10;3rd;PROD71;Anna
D_1;A2;V11;3rd;PROD49;Anna
D_1;A2;G197;2nd;PROD604;Anne
D_1;A2;G197;2nd;PROD604;Anne-Marie
D_1;A2;V14;3rd;PROD617;Anuj
D_1;A2;V17;3rd;PROD617;Anuj
D_1;A2;L40;3rd;PROD609;Arnaud
D_1;A2;G6;3rd;PROD609;Arnaud
D_1;A2;V16;3rd;PROD54;Avinash
D_1;A2;V11;3rd;PROD74;Bartlomiej
D_1;A2;L38;3rd;PROD607;Bhagya
D_1;A2;L50;3rd;PROD597;Bikshamaiah
D_1;A2;L51;3rd;PROD611;Bikshamaiah
D_1;A2;L38;3rd;PROD597;Bikshamaiah
D_1;A2;G197;2nd;PROD604;Billy
D_1;A2;G197;2nd;PROD617;Birgitta
D_1;A2;V16;3rd;PROD617;Carolyn
D_1;A2;N31;3rd;PROD607;Carolyn
D_1;A2;G197;2nd;PROD604;Carolyn
D_1;A2;V17;3rd;PROD604;Carolyn
D_1;A2;G197;2nd;PROD617;Carolyn
D_1;A2;N31;3rd;PROD604;Carolyn
D_1;A2;V16;3rd;PROD604;Carolyn
D_1;A2;L50;3rd;PROD611;Debasish
D_1;A2;L50;3rd;PROD611;Dhruvajit
D_1;A2;V17;3rd;PROD604;Dominika
D_1;A2;G197;2nd;PROD617;Dusan
D_1;A2;V17;3rd;PROD604;Edyta
D_1;A2;L40;3rd;PROD424;Ellen
D_1;A2;L38;3rd;PROD607;Emelie
D_1;A2;N31;3rd;PROD607;Eric
D_1;A2;G197;2nd;PROD617;Ewa
D_1;A2;C4;3rd;PROD607;Fiona
D_1;A2;V21;2nd;PROD596;Florent
D_1;A2;L38;3rd;PROD607;Fredrik
D_1;A2;V21;2nd;PROD603;Gael
D_1;A2;G308;2nd;PROD607;Gerrit
D_1;A2;L38;3rd;PROD607;Gerrit
D_1;A2;G308;2nd;PROD569;Gerrit
D_1;A2;L40;3rd;PROD609;Grzegorz
D_1;A2;V11;3rd;PROD49;Grzegorz
D_1;A2;W14;2nd;PROD782;Guylene
D_1;A2;G123;2nd;PROD821;Harshavardhan
D_1;A2;V14;3rd;PROD597;Harshavardhan
D_1;A2;G197;2nd;PROD617;Harshavardhan
D_1;F;G125;1st;PROD611;Helena
D_1;A2;L50;3rd;PROD611;Helena
D_1;A2;G197;2nd;PROD617;Henrik
D_1;A2;G197;2nd;PROD221;Henrik
D_1;A2;W5;3rd;PROD596;Hieu
D_1;A2;V21;2nd;PROD596;Hieu
D_1;A2;B11;3rd;PROD614;Hima
D_1;A2;L39;3rd;PROD598;Håkan
D_1;A2;V16;3rd;PROD617;Hongjae
D_1;A2;V17;3rd;PROD617;Hongjae
D_1;A2;V16;3rd;PROD54;Hongjae
D_1;A2;V16;3rd;PROD604;Hongjae
D_1;A2;V17;3rd;PROD604;Hongjae
D_1;A2;G197;2nd;PROD604;Inger
D_1;A2;W14;2nd;PROD782;Ireneusz
D_1;A2;V17;3rd;PROD604;Izabela
D_1;A2;L38;3rd;PROD604;Izabela
D_1;A2;V12;3rd;PROD604;Izabela
D_1;A2;V17;3rd;PROD49;Izabela
D_1;A2;V10;3rd;PROD49;Izabela
D_1;A2;V17;3rd;PROD72;Izabela
D_1;A2;V18;3rd;PROD72;Izabela
D_1;A2;L40;3rd;PROD609;Jagadesh
D_1;A2;V15;3rd;PROD73;Jan
D_1;A2;G197;2nd;PROD617;Jaroslaw
D_1;A2;V16;3rd;PROD617;Jaroslaw
D_1;A2;V17;3rd;PROD617;Jaroslaw
D_1;A2;G197;2nd;PROD604;Jaroslaw
D_1;A2;V17;3rd;PROD604;Jaroslaw
D_1;A2;V14;3rd;PROD617;Jaroslaw
D_1;A2;G197;2nd;PROD73;Jaroslaw
D_1;A2;V15;3rd;PROD73;Jaroslaw
D_1;A2;G197;2nd;PROD221;Jaroslaw
D_1;A2;V14;3rd;PROD604;Jaroslaw
D_1;A2;V16;3rd;PROD604;Jaroslaw
D_1;A2;G197;2nd;PROD405;Jaroslaw
D_1;A2;V14;3rd;PROD405;Jaroslaw
D_1;A2;V14;3rd;PROD597;Jaroslaw
D_1;A2;V16;3rd;PROD221;Jaroslaw
D_1;A2;L51;3rd;PROD602;Jayesh
D_1;A2;L40;3rd;PROD609;Jean Philippe
D_1;A2;G197;2nd;PROD604;Jean-Marie
D_1;A2;L50;3rd;PROD611;Jennifer
D_1;A2;G197;2nd;PROD617;Jerry
D_1;A2;G126;2nd;PROD622;Jessica
D_1;A2;V17;3rd;PROD617;Jinsoo
D_1;A2;L50;3rd;PROD611;Jithendra
D_1;A2;L40;3rd;PROD609;Joanna
D_1;A2;L40;3rd;PROD424;Joanna
D_1;A2;G197;2nd;PROD221;Johan
D_1;A2;V17;3rd;PROD617;Jolanta
D_1;A2;V17;3rd;PROD604;Jolanta
D_1;A2;V16;3rd;PROD617;Jolanta
D_1;A2;G197;2nd;PROD73;Jorn
D_1;A2;V15;3rd;PROD73;Jorn
D_1;A2;G197;2nd;PROD72;Jorn
D_1;A2;V44;3rd;PROD622;Julien
D_1;A2;V18;3rd;PROD72;Julius
D_1;A2;L50;3rd;PROD611;Kalpesh
D_1;A2;V17;3rd;PROD617;Kamal
D_1;A2;V21;2nd;PROD611;Kamila
D_1;A2;V21;2nd;PROD603;Kamila
D_1;A2;L40;3rd;PROD298;Kanumuru
D_1;A2;L40;3rd;PROD609;Kanumuru
D_1;A2;L50;3rd;PROD611;Karan
D_1;A2;V15;3rd;PROD73;Karel
D_1;A2;G197;2nd;PROD617;Karen
D_1;A2;V10;3rd;PROD70;Katrien
D_1;A2;V17;3rd;PROD617;Kavin
D_1;A2;L50;3rd;PROD611;Kent
D_1;A2;G197;2nd;PROD604;Kicki
D_1;A2;W14;2nd;PROD784;Kiichi
D_1;A2;W14;2nd;PROD783;Kiichi
D_1;A2;L50;3rd;PROD611;Kjell
D_1;A2;V10;3rd;PROD70;Konrad
D_1;A2;G197;2nd;PROD49;Krista
D_1;A2;V15;3rd;PROD73;Kristof
D_1;A2;V17;3rd;PROD617;Krzysztof
D_1;A2;L38;3rd;PROD607;Krzysztof
D_1;A2;L40;3rd;PROD609;Laetitia
D_1;A2;V21;2nd;PROD608;Larissa
D_1;A2;L51;3rd;PROD602;Larry
D_1;A2;L38;3rd;PROD597;Lavanya
D_1;A2;L38;3rd;PROD607;Lavanya
D_1;A2;C4;3rd;PROD607;Lingaraj
D_1;A2;L50;3rd;PROD611;Lisha
D_1;A2;L45;3rd;PROD610;Åsa
D_1;A2;G197;2nd;PROD617;Luciana
D_1;A2;L34;3rd;PROD606;Lukasz
D_1;A2;L38;3rd;PROD607;Magdalena
D_1;A2;T11;2nd;PROD162;Magdalena
D_1;A2;L40;3rd;PROD609;Magdalena
D_1;A2;L50;3rd;PROD611;Magdalena
D_1;A2;V21;2nd;PROD596;Malgorzata
D_1;F;G125;1st;PROD611;Malin
D_1;A2;L50;3rd;PROD611;Malin
D_1;A2;L39;3rd;PROD598;Malin
D_1;A2;V11;3rd;PROD74;Marcin
D_1;A2;G126;2nd;PROD622;Marcos
D_1;A2;L40;3rd;PROD609;Marika
D_1;A2;G197;2nd;PROD604;Marika
D_1;A2;C4;3rd;PROD607;Marika
D_1;A2;L38;3rd;PROD607;Marika
D_1;A2;L42;3rd;PROD613;Marika
D_1;A2;L39;3rd;PROD598;Marika
D_1;A2;L34;3rd;PROD606;Marika
D_1;A2;V14;3rd;PROD604;Mariusz
D_1;A2;V14;3rd;PROD405;Mariusz
D_1;A2;V14;3rd;PROD617;Mariusz
D_1;A2;L40;3rd;PROD609;Maryse
D_1;A2;T11;2nd;PROD715;Maryse
D_1;A2;L40;3rd;PROD715;Maryse
D_1;A2;V21;2nd;PROD218;Maryse
D_1;A2;V21;2nd;PROD611;Maryse
D_1;A2;L50;3rd;PROD611;Maryse
D_1;A2;V44;3rd;PROD622;Maryse
D_1;A2;L38;3rd;PROD607;Megha
D_1;A2;L50;3rd;PROD611;Michael
D_1;A2;G197;2nd;PROD617;Michael
D_1;A2;N31;3rd;PROD473;Michael
D_1;A2;G197;2nd;PROD221;Michael
D_1;A2;S52;2nd;PROD617;Minhwan
D_1;A2;V17;3rd;PROD604;Minjung Mace
D_1;A2;G197;2nd;PROD604;Minjung Mace
D_1;A2;V17;3rd;PROD617;Minkyu
D_1;A2;V18;3rd;PROD72;Mohammad
D_1;A2;T11;2nd;PROD612;Morgan
D_1;A2;V11;3rd;PROD71;Munjae
D_1;A2;G197;2nd;PROD604;Nichole
D_1;F;G125;1st;PROD611;Nina
D_1;A2;L50;3rd;PROD611;Nina
D_1;A2;V17;3rd;PROD604;Nurazhar
D_1;A2;G197;2nd;PROD604;Nurazhar
D_1;A2;L50;3rd;PROD611;Pachha
D_1;A2;L50;3rd;PROD611;Pallav
D_1;A2;G197;2nd;PROD405;Pandiarajan
D_1;A2;N31;3rd;PROD607;Patricia
D_1;A2;V17;3rd;PROD604;Patrycja
D_1;A2;V21;2nd;PROD597;Pauline
D_1;A2;V17;3rd;PROD604;Pawel
D_1;A2;C4;3rd;PROD597;Pawel
D_1;A2;T11;2nd;PROD603;Pawel
D_1;A2;V17;3rd;PROD617;Piotr
D_1;A2;V17;3rd;PROD604;Piotr
D_1;A2;G197;2nd;PROD617;Piotr
D_1;A2;V10;3rd;PROD70;Piotr
D_1;A2;V17;3rd;PROD49;Piotr
D_1;A2;V11;3rd;PROD49;Piotr
D_1;A2;V14;3rd;PROD604;Piotr
D_1;A2;V14;3rd;PROD71;Piotr
D_1;A2;V11;3rd;PROD71;Piotr
D_1;A2;V14;3rd;PROD73;Piotr
D_1;A2;V15;3rd;PROD73;Piotr
D_1;A2;L50;3rd;PROD597;Pooja
D_1;A2;L50;3rd;PROD611;Pooja
D_1;A2;L40;3rd;PROD609;Prashanth
D_1;A2;L38;3rd;PROD607;Praveen
D_1;A2;L38;3rd;PROD424;Praveen
D_1;A2;V11;3rd;PROD75;Przemyslaw
D_1;A2;V21;2nd;PROD608;Przemyslaw
D_1;A2;V11;3rd;PROD597;Przemyslaw
D_1;A2;L38;3rd;PROD607;Rafal
D_1;A2;G123;2nd;PROD821;Raghavendra
D_1;A2;B11;3rd;PROD614;Raghavendra
D_1;A2;L50;3rd;PROD611;Rajendra
D_1;A2;L51;3rd;PROD607;Rajesh Krishna
D_1;A2;L38;3rd;PROD607;Rajesh Krishna
D_1;A2;L51;3rd;PROD610;Rajesh Krishna
D_1;A2;L45;3rd;PROD610;Rajesh Krishna
D_1;A2;L51;3rd;PROD597;Rajesh Krishna
D_1;A2;L38;3rd;PROD597;Rajesh Krishna
D_1;A2;L51;3rd;PROD607;Rama Krishna
D_1;A2;W12;2nd;PROD607;Rama Krishna
D_1;A2;L38;3rd;PROD607;Rama Krishna
D_1;A2;L51;3rd;PROD607;Ranjit
D_1;A2;V21;2nd;PROD608;Raphael
D_1;A2;V21;2nd;PROD218;Raphael
D_1;A2;V21;2nd;PROD596;Raphael
D_1;A2;V21;2nd;PROD603;Raphael
D_1;A2;L58;3rd;PROD603;Raphael
D_1;A2;W5;3rd;PROD596;Raphael
D_1;A2;V21;2nd;PROD612;Raphael
D_1;A2;N31;3rd;PROD607;Renato
D_1;A2;L50;3rd;PROD611;Renato
D_1;A2;L40;3rd;PROD609;Renato
D_1;A2;G197;2nd;PROD604;Robert
D_1;A2;L38;3rd;PROD833;Safak
D_1;A2;C4;3rd;PROD597;Sandeep
D_1;A2;G197;2nd;PROD49;Sandra
D_1;A2;L38;3rd;PROD607;Satish
D_1;A2;V17;3rd;PROD617;Siebel
D_1;A2;G6;3rd;PROD609;Siebel
D_1;A2;L40;3rd;PROD609;Siebel
D_1;A2;L38;3rd;PROD607;Siebel
D_1;A2;L50;3rd;PROD611;Siebel
D_1;A2;W14;2nd;PROD782;Siebel
D_1;A2;V17;3rd;PROD604;Siebel
D_1;A2;L34;3rd;PROD606;Siebel
D_1;A2;V11;3rd;PROD75;Siebel
D_1;A2;N31;3rd;PROD607;Siebel
D_1;A2;C4;3rd;PROD607;Siebel
D_1;A2;V10;3rd;PROD70;Siebel
D_1;A2;W14;2nd;PROD784;Siebel
D_1;A2;L58;3rd;PROD603;Siebel
D_1;A2;V16;3rd;PROD617;Siebel
D_1;A2;W14;2nd;PROD783;Siebel
D_1;A2;G123;2nd;PROD605;Siebel
D_1;A2;V14;3rd;PROD604;Siebel
D_1;A2;G197;2nd;PROD604;Siebel
D_1;A2;V14;3rd;PROD405;Siebel
D_1;A2;L39;3rd;PROD598;Siebel
D_1;A2;V44;3rd;PROD622;Siebel
D_1;A2;N31;3rd;PROD604;Siebel
D_1;A2;V11;3rd;PROD74;Siebel
D_1;A2;V16;3rd;PROD54;Siebel
D_1;A2;B11;3rd;PROD614;Siebel
D_1;A2;L42;3rd;PROD613;Siebel
D_1;A2;V12;3rd;PROD617;Siebel
D_1;A2;V18;3rd;PROD72;Siebel
D_1;A2;G126;2nd;PROD622;Siebel
D_1;A2;L51;3rd;PROD602;Siebel
D_1;A2;V11;3rd;PROD71;Siebel
D_1;A2;V21;2nd;PROD596;Siebel
D_1;A2;V21;2nd;PROD603;Siebel
D_1;A2;G308;2nd;PROD569;Siebel
D_1;A2;L45;3rd;PROD610;Siebel
D_1;A2;S52;2nd;PROD617;Siebel
D_1;A2;L38;3rd;PROD594;Siebel
D_1;A2;L51;3rd;PROD607;Siebel
D_1;A2;V14;3rd;PROD617;Siebel
D_1;A2;W14;2nd;PROD783;Sivanandam
D_1;A2;L34;3rd;PROD606;Sonu
D_1;A2;L40;3rd;PROD609;Sophie
D_1;A2;V12;3rd;PROD617;Soyeon
D_1;A2;L50;3rd;PROD611;Sreehari
D_1;A2;G126;2nd;PROD611;Sreeraghu
D_1;A2;L38;3rd;PROD607;Stefan
D_1;A2;N31;3rd;PROD607;Stefan
D_1;A2;L38;3rd;PROD833;Stefan
D_1;A2;L38;3rd;PROD604;Stefan
D_1;A2;V11;3rd;PROD49;Subir
D_1;A2;V16;3rd;PROD617;Sudhagar
D_1;A2;W5;3rd;PROD596;Surendrababu
D_1;A2;G197;2nd;PROD221;Sven
D_1;A2;G197;2nd;PROD617;Sven
D_1;A2;L42;3rd;PROD613;Sweetha
D_1;A2;T11;2nd;PROD715;Tanvi
D_1;A2;L58;3rd;PROD597;Thibault
D_1;A2;L58;3rd;PROD603;Thibault
D_1;A2;L66;3rd;PROD603;Thibault
D_1;A2;V21;2nd;PROD603;Thibault
D_1;A2;W14;2nd;PROD782;Tomasz
D_1;A2;W14;2nd;PROD784;Tomasz
D_1;A2;W14;2nd;PROD783;Tomasz
D_1;A2;L38;3rd;PROD607;Tomasz
D_1;A2;L50;3rd;PROD611;TulasiPrasad
D_1;A2;V21;2nd;PROD218;Ugo
D_1;A2;V16;3rd;PROD617;Umesh
D_1;A2;L40;3rd;PROD609;Valdecir
D_1;A2;T11;2nd;PROD162;Valerie
D_1;A2;L38;3rd;PROD607;Vamsi Krishna
D_1;A2;C4;3rd;PROD598;Vandana
D_1;A2;V14;3rd;PROD597;Venkataramanareddy
D_1;A2;G197;2nd;PROD49;Veronique
D_1;A2;G123;2nd;PROD605;Vijay
D_1;A2;L38;3rd;PROD424;Vijay
D_1;A2;G123;2nd;PROD509;Vijay
D_1;A2;V14;3rd;PROD617;Vijay Kumar
D_1;A2;L38;3rd;PROD594;Vijayaraghavan
D_1;A2;L34;3rd;PROD606;Vinayakaiah
D_1;A2;L38;3rd;PROD607;Vinayakaiah
D_1;A2;L38;3rd;PROD607;Vinutha
D_1;A2;L51;3rd;PROD607;Vinutha
D_1;A2;V16;3rd;PROD617;Yangeun
D_1;A2;G197;2nd;PROD604;Yangeun
D_1;A2;V14;3rd;PROD604;Yangeun
D_1;A2;V16;3rd;PROD604;Yangeun
D_1;A2;V17;3rd;PROD604;Yangeun
D_1;A2;G197;2nd;PROD221;Yangeun
D_1;A2;V12;3rd;PROD617;Yangeun
D_1;A2;G197;2nd;PROD71;Yangeun
D_1;A2;V11;3rd;PROD71;Yangeun
D_1;A2;G197;2nd;PROD617;Yangeun
D_1;A2;V17;3rd;PROD617;Yangeun
D_1;A2;G197;2nd;PROD49;Yangeun
D_1;A2;L51;3rd;PROD49;Yangeun
D_1;A2;V16;3rd;PROD221;Yangeun
D_1;A2;V14;3rd;PROD617;Yangeun
D_1;A2;G197;2nd;PROD604;Yeongsoo
D_1;F;G125;1st;PROD611;Ylva
D_1;A2;L50;3rd;PROD611;Ylva
D_1;A2;L40;3rd;PROD609;Yoganand
D_1;A2;L40;3rd;PROD424;Yoganand
D_1;A2;V16;3rd;PROD617;Youngchul
D_1;A2;G197;2nd;PROD49;YoungJo
D_1;A2;V17;3rd;PROD604;Zbigniew
D_2;D;G121;2nd;PROD597;Bikshamaiah
D_2;D;G121;2nd;PROD618;Bikshamaiah
D_2;D;G121;2nd;PROD618;Ganesh
D_2;D;G121;2nd;PROD597;Przemyslaw
D_2;D;G121;2nd;PROD618;Siebel
D_2;D;G121;2nd;PROD597;Siebel
D_2;D;G121;2nd;PROD597;Tadeusz
D_2;D;G121;2nd;PROD618;Vinay
D_2;D;G121;2nd;PROD618;Wallace
D_2;D;G121;2nd;PROD597;Wallace
D_2;D;G121;2nd;PROD618;Wim
E_1;C;G195;1st;PROD215;Akanksha
E_1;C;G195;1st;PROD742;Akanksha
E_1;C;G193;2nd;PROD38;Aleksandra
E_1;C;G55;2nd;PROD818;Aline
E_1;C;G55;2nd;PROD821;Aline
E_1;C;G213;2nd;PROD715;Allan
E_1;C;G195;1st;PROD631;Anand
E_1;C;G195;1st;PROD215;Andre
E_1;C;G193;2nd;PROD307;Andreas
E_1;C;G195;1st;PROD674;Arun
E_1;C;G294;2nd;PROD835;Atul
E_1;C;G99;2nd;PROD153;Axel
E_1;C;G193;2nd;PROD627;Azad
E_1;C;G213;2nd;PROD715;Bartosz
E_1;C;G53;2nd;PROD307;Björn
E_1;C;G193;2nd;PROD742;Bruna
E_1;C;G55;2nd;PROD700;Chaitanya
E_1;C;G55;2nd;PROD816;Chaitanya
E_1;C;G55;2nd;PROD395;Chaitanya
E_1;C;G55;2nd;PROD221;Chaitanya
E_1;C;G55;2nd;PROD795;Chaitanya
E_1;C;G195;1st;PROD424;Chethan
E_1;C;G195;1st;PROD215;Chethan
E_1;C;G195;1st;PROD742;Chethan
E_1;C;G195;1st;PROD455;Chethan
E_1;C;G195;1st;PROD674;Chethan
E_1;C;G55;2nd;PROD700;Christofer
E_1;C;G294;2nd;PROD834;Christofer
E_1;C;G193;2nd;PROD13;Christoffer
E_1;C;G55;2nd;PROD821;Claude
E_1;C;L1;2nd;PROD153;Daniel
E_1;C;G99;2nd;PROD153;Daniel
E_1;C;G294;2nd;PROD835;Deepak
E_1;C;G294;2nd;PROD424;Devakumar
E_1;C;G55;2nd;PROD715;Dinakar
E_1;C;G55;2nd;PROD821;Dinesh
E_1;C;G55;2nd;PROD816;Dinesh
E_1;C;G193;2nd;PROD742;Eva
E_1;C;G195;1st;PROD742;Eva
E_1;C;G55;2nd;PROD558;Fausto
E_1;C;G193;2nd;PROD307;Filip
E_1;C;G193;2nd;PROD307;Fredrik
E_1;C;G55;2nd;PROD821;Garima
E_1;C;G24;2nd;PROD155;Gitt
E_1;C;G99;2nd;PROD153;Guillaume
E_1;C;G195;1st;PROD742;Gunnar
E_1;C;G55;2nd;PROD700;Harshavardhan
E_1;C;G55;2nd;PROD821;Harshavardhan
E_1;C;G55;2nd;PROD558;Harshavardhan
E_1;C;G55;2nd;PROD221;Harshavardhan
E_1;C;G55;2nd;PROD360;Harshavardhan
E_1;C;G55;2nd;PROD617;Harshavardhan
E_1;C;G24;2nd;PROD155;Henrik
E_1;C;G24;2nd;PROD328;Henrik
E_1;C;G55;2nd;PROD821;Holger
E_1;C;G213;2nd;PROD558;Jacek
E_1;C;G55;2nd;PROD700;Jakob
E_1;C;G193;2nd;PROD307;Johan
E_1;C;G193;2nd;PROD13;Johan
E_1;C;G55;2nd;PROD604;Jörgen
E_1;C;G55;2nd;PROD171;Jörgen
E_1;C;G55;2nd;PROD222;Jörgen
E_1;C;G55;2nd;PROD745;Jörgen
E_1;C;G55;2nd;PROD360;Jörgen
E_1;C;M28;2nd;PROD360;Jörgen
E_1;C;G99;2nd;PROD124;Jose
E_1;C;G55;2nd;PROD153;Jose
E_1;C;G99;2nd;PROD153;Jose
E_1;C;G46;2nd;PROD636;Kamal
E_1;C;G13;2nd;PROD398;Karel
E_1;C;G55;2nd;PROD821;Karin
E_1;C;G55;2nd;PROD745;Kelly
E_1;C;G13;2nd;PROD398;Kenneth
E_1;C;G13;2nd;PROD332;Kenneth
E_1;C;G55;2nd;PROD816;Kishore
E_1;C;G55;2nd;PROD558;Kåre
E_1;C;G55;2nd;PROD597;Kåre
E_1;C;G294;2nd;PROD401;Kristian
E_1;C;G55;2nd;PROD360;Kristoffer
E_1;C;G195;1st;PROD494;Krzysztof
E_1;C;G195;1st;PROD455;Krzysztof
E_1;C;G55;2nd;PROD424;Krzysztof
E_1;C;G294;2nd;PROD401;KUMAR
E_1;C;G55;2nd;PROD795;Linda
E_1;C;G55;2nd;PROD745;Malgorzata
E_1;C;G195;1st;PROD742;Malgorzata
E_1;C;G195;1st;PROD424;Manikandan
E_1;C;G195;1st;PROD672;Manoj
E_1;C;G195;1st;PROD631;Manoj
E_1;C;G195;1st;PROD215;Manoj
E_1;C;G195;1st;PROD742;Manoj
E_1;C;G55;2nd;PROD821;Manoj
E_1;C;G55;2nd;PROD494;Manoj
E_1;C;G195;1st;PROD672;Marika
E_1;C;G55;2nd;PROD816;Marika
E_1;C;G213;2nd;PROD332;Mathieu
E_1;C;G13;2nd;PROD332;Mathieu
E_1;C;G294;2nd;PROD154;Mitchell
E_1;C;G195;1st;PROD631;Mukul
E_1;C;G55;2nd;PROD816;Narendra
E_1;C;G195;1st;PROD494;Navneet
E_1;C;G55;2nd;PROD395;Pandiarajan
E_1;C;G294;2nd;PROD401;Pankaj
E_1;C;G46;2nd;PROD636;Patrick
E_1;C;G55;2nd;PROD821;Patrik
E_1;C;G55;2nd;PROD394;Patrik
E_1;C;G195;1st;PROD742;Pawel
E_1;C;G55;2nd;PROD816;Pawel
E_1;C;G195;1st;PROD742;Pradeep
E_1;C;G195;1st;PROD631;Pradeep
E_1;C;G195;1st;PROD685;Pradeep
E_1;C;G195;1st;PROD494;Pradeep
E_1;C;G195;1st;PROD424;Pradeep
E_1;C;G195;1st;PROD215;Pradeep
E_1;C;G13;2nd;PROD332;Pradeesh
E_1;C;G55;2nd;PROD821;Prasad
E_1;C;G55;2nd;PROD360;Prasad
E_1;C;G55;2nd;PROD795;Prasad
E_1;C;G55;2nd;PROD818;Prasanth
E_1;C;G55;2nd;PROD700;Prasanth
E_1;C;G55;2nd;PROD821;Prasanth
E_1;C;G55;2nd;PROD816;Prasanth
E_1;C;G55;2nd;PROD221;Prasanth
E_1;C;G213;2nd;PROD715;Prashant
E_1;C;G294;2nd;PROD834;Pratip
E_1;C;G195;1st;PROD215;Prithi
E_1;C;G193;2nd;PROD13;Rasmus
E_1;C;G55;2nd;PROD795;Reine
E_1;C;G99;2nd;PROD124;Ricardo
E_1;C;L1;2nd;PROD153;Robert
E_1;C;G193;2nd;PROD13;Robin
E_1;C;G55;2nd;PROD394;Ronny
E_1;C;G55;2nd;PROD394;Rozbeh
E_1;C;G193;2nd;PROD307;Sam
E_1;C;G13;2nd;PROD332;Shaji
E_1;C;G55;2nd;PROD243;Siddarth
E_1;C;G13;2nd;PROD332;Siebel
E_1;C;L1;2nd;PROD153;Siebel
E_1;C;G213;2nd;PROD715;Siebel
E_1;C;G55;2nd;PROD821;Siebel
E_1;C;G46;2nd;PROD636;Siebel
E_1;C;G294;2nd;PROD424;Siebel
E_1;C;G193;2nd;PROD307;Siebel
E_1;C;G55;2nd;PROD745;Siebel
E_1;C;G53;2nd;PROD307;Siebel
E_1;C;G294;2nd;PROD834;Siebel
E_1;C;G55;2nd;PROD816;Siebel
E_1;C;G195;1st;PROD742;Siebel
E_1;C;G294;2nd;PROD835;Siebel
E_1;C;G99;2nd;PROD124;Siebel
E_1;C;G99;2nd;PROD153;Siebel
E_1;C;G195;1st;PROD674;Siebel
E_1;C;G55;2nd;PROD795;Siebel
E_1;C;G55;2nd;PROD394;Siebel
E_1;C;G55;2nd;PROD745;Sonal
E_1;C;G55;2nd;PROD821;Sonal
E_1;C;G55;2nd;PROD617;Sonal
E_1;C;G55;2nd;PROD818;Srikanth
E_1;C;G55;2nd;PROD243;Srikanth
E_1;C;G55;2nd;PROD715;Srikanth
E_1;C;G55;2nd;PROD821;Srikanth
E_1;C;G55;2nd;PROD558;Srikanth
E_1;C;G55;2nd;PROD360;Srikanth
E_1;C;G55;2nd;PROD424;Srikanth
E_1;C;G195;1st;PROD742;Sruthi
E_1;C;G195;1st;PROD215;Sruthi
E_1;C;G13;2nd;PROD398;Stefan
E_1;C;G53;2nd;PROD307;Stefan
E_1;C;G53;2nd;PROD307;Steven
E_1;C;G55;2nd;PROD597;Subir
E_1;C;G24;2nd;PROD328;Sudhakar Moses
E_1;C;G213;2nd;PROD715;Syed
E_1;C;G55;2nd;PROD222;Thierry
E_1;C;G13;2nd;PROD332;Timothy
E_1;C;G193;2nd;PROD627;Tobias
E_1;C;G193;2nd;PROD742;Tobias
E_1;C;G193;2nd;PROD38;Tobias
