Problem Number;Problem Latest Impact;Change Date;Problem Status;Problem Sub Status;Org Line;ST Function Division;Owner ST;Support Line Number;Product;Country;Action Owner Country;Action Owner First Name
1-636102195;Medium;2012-03-05 16:30:53;Accepted;Wait; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-636102195;Medium;2012-03-28 16:51:35;Completed;Closed; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-636852199;Medium;2012-01-09 10:34:33;Accepted;Assigned; A2;A2_3;N26;2nd;PROD791;pl;POLAND;Radoslaw
1-636931254;High;2012-01-09 10:19:06;Accepted;In Progress; C;E_10;G263;2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-01-09 10:21:20;Accepted;In Progress; C;E_10;G263;2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-01-09 11:44:21;Accepted;In Progress; C;E_10;G263;2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-01-09 11:45:27;Queued;Awaiting Assignment; C;E_10;G236;2nd;PROD494;in;Sweden;Prasad
1-636931254;High;2012-01-09 11:45:51;Accepted;In Progress; C;E_10;G263;2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-01-09 11:46:05;Queued;Awaiting Assignment; C;E_10;G236;2nd;PROD494;in;Sweden;Prasad
1-636931254;High;2012-01-09 11:46:41;Accepted;In Progress; C;E_10;G236;2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-01-09 12:59:51;Completed;Closed; C;E_10;G236;2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-01-24 14:00:13;Accepted;In Progress; C;E_10;G263;2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-01-24 14:05:59;Queued;Awaiting Assignment; C;E_10;G236;2nd;PROD494;in;Sweden;Prasad
1-636931254;High;2012-01-24 14:06:00;Accepted;In Progress; C;E_10;G263;2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-01-24 14:07:11;Accepted;In Progress; C;E_10;G236;2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-01-24 14:23:47;Completed;Closed; C;E_10;G236;2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-02-09 10:00:51;Accepted;In Progress; C;E_10;G263;2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-02-09 10:01:34;Accepted;Assigned; C;E_10;G236;2nd;PROD494;in;Sweden;Prasad
1-636931254;High;2012-02-09 10:01:40;Accepted;In Progress; C;E_10;G236;2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-02-09 10:14:43;Completed;Closed; C;E_10;G236;2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-02-09 11:35:52;Accepted;In Progress; C;E_10;G236;2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-02-09 11:37:52;Completed;Closed; C;E_10;G236;2nd;PROD494;in;Sweden;Jitender
1-637059802;Medium;2012-01-09 11:55:12;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-637059802;Medium;2012-01-09 11:55:57;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-637089310;Medium;2012-01-09 12:49:14;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-637089310;Medium;2012-01-09 12:52:21;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-637089310;Medium;2012-02-14 15:02:15;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-637089310;Medium;2012-02-16 13:15:37;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Timothy
1-637089310;Medium;2012-02-16 13:16:32;Completed;Closed; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Timothy
1-637713545;Low;2012-01-10 11:11:08;Accepted;In Progress; C;E_10;G138;2nd;PROD802;se;Sweden;Ann-Charlotte
1-637713545;Low;2012-01-10 11:16:22;Queued;Awaiting Assignment; C;E_10;G138;2nd;PROD802;se;Sweden;Ann-Charlotte
1-637713651;Low;2012-01-10 10:27:07;Accepted;In Progress; G4;;S33;2nd;PROD397;se;Sweden;Hòkan
1-637713651;Low;2012-01-13 12:32:34;Completed;Closed; G4;;S33;2nd;PROD397;se;Sweden;Hòkan
1-637893062;Medium;2012-01-10 14:05:54;Accepted;In Progress; G4;;S33;2nd;PROD448;se;Sweden;Samira
1-637893062;Medium;2012-01-27 15:52:26;Accepted;Assigned; G4;;S33;2nd;PROD448;se;Sweden;Samira
1-637893062;Medium;2012-03-12 16:22:26;Accepted;In Progress; G4;;S33;2nd;PROD448;se;Sweden;Samira
1-637893062;Medium;2012-03-12 16:22:39;Completed;Closed; G4;;S33;2nd;PROD448;se;Sweden;Samira
1-638091067;Major;2012-01-10 19:56:40;Accepted;In Progress; C;E_7;G160;2nd;PROD327;se;Sweden;Peter
1-638091067;Major;2012-01-13 15:46:25;Completed;Closed; C;E_7;G160;2nd;PROD327;se;Sweden;Peter
1-638091067;Major;2012-01-13 16:55:17;Accepted;In Progress; C;E_7;G160;2nd;PROD327;se;Sweden;Peter
1-638091067;Major;2012-01-13 16:57:02;Accepted;Wait; C;E_7;G160;2nd;PROD327;se;Sweden;Peter
1-638091067;Major;2012-01-16 15:55:28;Queued;Awaiting Assignment; C;E_7;G160;2nd;PROD327;se;Sweden;Peter
1-638091067;Major;2012-01-18 10:14:25;Accepted;Assigned; C;E_7;G160;2nd;PROD327;se;Sweden;Peter
1-638091067;Major;2012-04-16 11:09:13;Accepted;In Progress; C;E_7;G160;2nd;PROD327;se;Sweden;Peter
1-638091067;Major;2012-04-16 11:09:14;Completed;Closed; C;E_7;G160;2nd;PROD327;se;Sweden;Peter
1-639881579;High;2012-01-12 09:13:47;Accepted;In Progress; C;E_7;G160;2nd;PROD673;se;Sweden;Peter
1-639881579;High;2012-02-06 08:15:37;Completed;Closed; C;E_7;G160;2nd;PROD673;se;Sweden;Peter
1-639942581;Medium;2012-01-12 11:16:10;Accepted;In Progress; C;E_7;G153;2nd;PROD673;se;France;Fabrice
1-639942581;Medium;2012-02-07 11:40:16;Accepted;Wait; C;E_7;G153;2nd;PROD673;se;France;Fabrice
1-639942581;Medium;2012-02-15 15:16:52;Accepted;In Progress; C;E_7;G153;2nd;PROD673;se;France;Fabrice
1-639942581;Medium;2012-02-15 15:51:00;Completed;Closed; C;E_7;G153;2nd;PROD673;se;France;Fabrice
1-640059801;Medium;2012-01-12 12:24:50;Accepted;In Progress; C;E_6;V29;2nd;PROD673;fr;France;Bruno
1-640059801;Medium;2012-01-12 12:26:04;Completed;Closed; C;E_6;V29;2nd;PROD673;fr;France;Bruno
1-640254885;Major;2012-01-12 16:14:39;Accepted;In Progress; C;E_4;G88;2nd;PROD348;se;USA;Robert
1-640254885;Major;2012-01-12 16:15:03;Queued;Awaiting Assignment; C;E_4;G88;2nd;PROD348;se;USA;Robert
1-640387614;Medium;2012-01-12 22:20:38;Accepted;In Progress; C;E_10;G138;2nd;PROD802;se;Sweden;Ann-Charlotte
1-640387614;Medium;2012-01-12 22:21:07;Accepted;In Progress; C;E_10;G138;2nd;PROD802;se;Sweden;Ann-Charlotte
1-640387614;Medium;2012-01-12 22:22:43;Queued;Awaiting Assignment; C;E_10;G138;2nd;PROD802;se;Sweden;Ann-Charlotte
1-640387614;Medium;2012-01-13 22:25:40;Queued;Awaiting Assignment; C;E_10;G138;2nd;PROD802;se;Sweden;Ann-Charlotte
1-641023492;Medium;2012-01-13 08:04:43;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Rickard
1-641023492;Medium;2012-01-26 13:51:59;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Rickard
1-641083751;Medium;2012-01-13 09:10:14;Accepted;In Progress; G4;;S30;2nd;PROD412;se;Sweden;David
1-641083751;Medium;2012-01-13 09:17:04;Accepted;Assigned; G4;;S30;2nd;PROD412;se;Sweden;David
1-641083751;Medium;2012-01-22 23:36:47;Accepted;In Progress; G4;;S30;2nd;PROD412;se;Sweden;David
1-641083751;Medium;2012-01-22 23:37:57;Completed;Closed; G4;;S30;2nd;PROD412;se;Sweden;David
1-641083987;Medium;2012-01-13 09:43:55;Accepted;In Progress; G4;;S30;2nd;PROD412;se;Sweden;David
1-641083987;Medium;2012-01-13 09:47:37;Accepted;Assigned; G4;;S30;2nd;PROD412;se;Sweden;David
1-641083987;Medium;2012-05-17 09:54:33;Accepted;In Progress; G4;;S30;2nd;PROD412;se;Sweden;David
1-641083987;Medium;2012-05-17 09:54:35;Completed;Closed; G4;;S30;2nd;PROD412;se;Sweden;David
1-641243011;Medium;2012-01-13 12:26:50;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-641243011;Medium;2012-01-13 12:30:57;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-641243011;Medium;2012-02-01 12:00:33;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;POLAND;Tomasz
1-641243011;Medium;2012-02-01 12:53:18;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-641243011;Medium;2012-02-02 12:20:48;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;POLAND;Tomasz
1-641243011;Medium;2012-02-02 12:22:16;Completed;Closed; A2;A2_1;G42;3rd;PROD236;gb;POLAND;Tomasz
1-641306231;Medium;2012-01-13 13:40:59;Accepted;In Progress; A2;A2_4;G118;2nd;PROD591;se;Sweden;Maria
1-641306231;Medium;2012-01-16 12:40:15;Completed;Closed; A2;A2_4;G118;2nd;PROD591;se;Sweden;Maria
1-641323677;High;2012-01-13 13:25:52;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-641323677;High;2012-01-13 13:27:12;Accepted;Assigned; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-641323677;High;2012-01-13 15:30:14;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-641323677;High;2012-01-17 08:19:24;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-641530471;Medium;2012-01-13 20:03:40;Queued;Awaiting Assignment; C;E_4;G88;2nd;PROD436;us;USA;Robert
1-642766943;High;2012-01-16 14:45:58;Accepted;In Progress; A2;A2_1;N14;2nd;PROD776;pl;POLAND;Paulina
1-642766943;High;2012-01-16 15:36:17;Accepted;Wait; A2;A2_1;N14;2nd;PROD776;pl;POLAND;Paulina
1-642766943;High;2012-01-18 08:17:27;Accepted;In Progress; A2;A2_1;N14;2nd;PROD776;pl;POLAND;Paulina
1-642766943;High;2012-01-18 08:18:16;Completed;Closed; A2;A2_1;N14;2nd;PROD776;pl;POLAND;Paulina
1-642846054;Medium;2012-01-16 16:03:47;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;INDIA;Ramith
1-642846054;Medium;2012-01-16 16:14:34;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;INDIA;Ramith
1-642846054;Medium;2012-05-23 12:53:24;Completed;Closed; C;E_4;G88;2nd;PROD793;us;INDIA;Ramith
1-643556695;Major;2012-01-17 13:09:37;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;INDIA;Ramith
1-643556695;Major;2012-02-23 09:11:36;Completed;Closed; C;E_4;G88;2nd;PROD793;us;INDIA;Ramith
1-643706642;High;2012-01-17 14:56:44;Accepted;In Progress; G4;;S28;2nd;PROD108;se;Sweden;Mattias
1-643706642;High;2012-01-17 15:33:32;Accepted;In Progress; G4;;S28;2nd;PROD108;se;Sweden;Mattias
1-643706642;High;2012-01-19 08:16:38;Completed;Closed; G4;;S28;2nd;PROD108;se;Sweden;Mattias
1-644748889;Medium;2012-01-18 11:17:02;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-644748889;Medium;2012-01-18 11:19:42;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-644992956;High;2012-01-18 15:02:14;Accepted;In Progress; C;E_1;G55;2nd;PROD745;be;Sweden;Kòre
1-644992956;High;2012-01-18 15:04:14;Accepted;In Progress; C;E_1;G55;2nd;PROD745;be;Sweden;Kòre
1-644992956;High;2012-01-23 10:21:55;Accepted;Wait; C;E_1;G55;2nd;PROD745;be;Sweden;Kòre
1-644992956;High;2012-04-20 13:15:47;Completed;Closed; C;E_1;G55;2nd;PROD745;be;Sweden;Kòre
1-647796802;High;2012-01-19 09:47:12;Accepted;In Progress; G4;;S30;2nd;PROD412;se;Sweden;David
1-647796802;High;2012-01-19 10:22:55;Accepted;Assigned; G4;;S30;2nd;PROD412;se;Sweden;David
1-647796802;High;2012-01-19 14:07:04;Accepted;In Progress; G4;;S30;2nd;PROD412;se;Sweden;David
1-647796802;High;2012-01-22 23:31:32;Completed;Closed; G4;;S30;2nd;PROD412;se;Sweden;David
1-647841758;Major;2012-01-19 10:31:05;Accepted;In Progress; F;;G207;2nd;PROD821;be;Belgium;Marc
1-647841758;Major;2012-01-19 10:36:41;Completed;Closed; F;;G207;2nd;PROD821;be;Belgium;Marc
1-647841758;Major;2012-02-03 15:24:29;Accepted;In Progress; F;;G207;2nd;PROD821;be;Belgium;Marc
1-647841758;Major;2012-02-03 15:27:38;Queued;Awaiting Assignment; C;C_1;G56;3rd;PROD821;be;Belgium;Peter
1-649887393;Medium;2012-01-23 09:18:48;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Per
1-649887393;Medium;2012-03-28 10:23:22;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Per
1-650123293;Medium;2012-01-23 13:22:40;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-650123293;Medium;2012-01-23 13:23:00;Accepted;Assigned; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-650123293;Medium;2012-01-24 08:47:44;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-650123293;Medium;2012-03-19 21:37:49;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-650135511;Medium;2012-01-23 13:25:31;Accepted;In Progress; F;;G207;2nd;PROD753;se;Belgium;Marc
1-650135511;Medium;2012-03-15 04:34:37;Completed;Closed; F;;G207;2nd;PROD753;se;Belgium;Marc
1-650892393;Medium;2012-01-24 08:43:58;Accepted;In Progress; G4;;S29;2nd;PROD551;se;Sweden;Erik
1-650892393;Medium;2012-01-25 07:28:41;Completed;Closed; G4;;S29;2nd;PROD551;se;Sweden;Erik
1-652270498;Medium;2012-01-25 15:36:13;Accepted;In Progress; A2;A2_3;N5;2nd;PROD231;us;USA;David
1-652270498;Medium;2012-03-14 12:26:04;Completed;Closed; A2;A2_3;N5;2nd;PROD231;us;USA;David
1-652874271;Medium;2012-01-26 08:21:24;Accepted;In Progress; G4;;S33;2nd;PROD397;se;Sweden;Hòkan
1-652874271;Medium;2012-04-02 16:10:52;Completed;Closed; G4;;S33;2nd;PROD397;se;Sweden;Hòkan
1-652925445;Low;2012-01-26 09:54:38;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Rickard
1-652925445;Low;2012-04-30 13:21:26;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Rickard
1-653254236;Medium;2012-01-26 16:50:33;Accepted;In Progress; A2;A2_1;W16;3rd;PROD761;pl;POLAND;Miroslaw
1-653254236;Medium;2012-01-26 16:52:01;Accepted;Wait; A2;A2_1;W16;3rd;PROD761;pl;POLAND;Miroslaw
1-653254236;Medium;2012-05-23 16:34:17;Completed;Closed; A2;A2_1;W16;3rd;PROD761;pl;POLAND;Miroslaw
1-653314473;Major;2012-01-26 19:30:56;Queued;Awaiting Assignment; C;V3_3;N22;2nd;PROD306;us;USA;Kymaria
1-653314473;Major;2012-02-17 16:17:24;Accepted;In Progress; C;V3_3;N22;2nd;PROD306;us;USA;Kymaria
1-653314473;Major;2012-03-23 16:15:21;Completed;Closed; C;V3_3;N22;2nd;PROD306;us;USA;Kymaria
1-653989471;High;2012-01-27 10:57:21;Queued;Awaiting Assignment; C;E_7;G162;2nd;PROD597;us;INDIA;-
1-653989471;High;2012-02-03 13:38:44;Accepted;In Progress; C;E_7;G165;2nd;PROD597;us;INDIA;-
1-653989471;High;2012-02-03 13:48:12;Accepted;In Progress; C;E_7;G153;2nd;PROD597;us;INDIA;Santosh
1-655536176;Medium;2012-01-30 15:52:24;Accepted;In Progress; C;E_4;G88;2nd;PROD815;us;Sweden;Mats
1-655536176;Medium;2012-02-22 17:53:37;Completed;Closed; C;E_4;G88;2nd;PROD815;us;Sweden;Mats
1-656510751;Medium;2012-01-31 18:42:52;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Per
1-656510751;Medium;2012-02-05 12:36:35;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Per
1-656510751;Medium;2012-02-05 12:37:39;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Per
1-656510751;Medium;2012-02-05 12:37:58;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Per
1-656868426;Medium;2012-02-01 07:33:06;Accepted;In Progress; G4;;S30;2nd;PROD412;se;Sweden;Marco
1-656868426;Medium;2012-02-01 07:34:10;Accepted;Assigned; G4;;S30;2nd;PROD412;se;Sweden;Marco
1-656868426;Medium;2012-02-01 08:36:55;Accepted;Wait; G4;;S30;2nd;PROD412;se;Sweden;Marco
1-656868426;Medium;2012-02-22 08:36:51;Completed;Closed; G4;;S30;2nd;PROD412;se;Sweden;Marco
1-657063150;Medium;2012-02-01 11:40:32;Accepted;In Progress; C;E_1;G55;2nd;PROD221;be;Belgium;Peter
1-657063150;Medium;2012-02-08 06:39:43;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD221;be;Belgium;Peter
1-657063150;Medium;2012-02-17 08:59:31;Accepted;Assigned; C;E_8;G119;2nd;PROD221;be;INDIA;Anup
1-657063150;Medium;2012-02-27 10:08:24;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD221;be;Belgium;Peter
1-657063150;Medium;2012-02-27 13:49:10;Accepted;In Progress; C;E_1;G55;2nd;PROD221;be;Sweden;Kòre
1-657163590;Low;2012-02-01 13:50:00;Accepted;In Progress; C;E_4;G93;2nd;PROD325;in;INDIA;Amar
1-657163590;Low;2012-02-01 13:51:44;Accepted;Assigned; C;E_4;G93;2nd;PROD325;in;INDIA;Amar
1-657163590;Low;2012-03-13 20:08:32;Completed;Closed; C;E_4;G93;2nd;PROD325;in;INDIA;Amar
1-657368644;High;2012-02-01 16:15:24;Accepted;In Progress; A2;A2_4;G118;2nd;PROD591;se;Sweden;Maria
1-657368644;High;2012-02-03 15:04:20;Completed;Closed; A2;A2_4;G118;2nd;PROD591;se;Sweden;Maria
1-657768145;Medium;2012-02-02 10:49:59;Accepted;In Progress; G4;;S30;2nd;PROD412;se;Sweden;Marco
1-657768145;Medium;2012-02-02 11:09:49;Accepted;Assigned; G4;;S30;2nd;PROD412;se;Sweden;Marco
1-657768145;Medium;2012-02-15 14:30:50;Completed;Closed; G4;;S30;2nd;PROD412;se;Sweden;Marco
1-658092528;Major;2012-02-02 16:49:22;Accepted;In Progress; C;E_4;G88;2nd;PROD348;us;USA;Jay
1-658092528;Major;2012-02-02 16:50:53;Completed;Closed; C;E_4;G88;2nd;PROD348;us;USA;Jay
1-659231191;Medium;2012-02-06 09:49:01;Accepted;In Progress; G4;;S28;2nd;PROD108;se;Sweden;Mattias
1-659231191;Medium;2012-02-27 14:31:19;Completed;Closed; G4;;S28;2nd;PROD108;se;Sweden;Mattias
1-659376592;High;2012-02-06 12:40:31;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-659376592;High;2012-02-09 13:29:59;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-659539868;Medium;2012-02-06 14:22:56;Accepted;In Progress; A2;A2_3;S21;2nd;PROD231;se;Sweden;Kristina
1-659539868;Medium;2012-03-27 13:15:36;Completed;Closed; A2;A2_3;S21;2nd;PROD231;se;Sweden;Kristina
1-659618631;Medium;2012-02-06 15:35:43;Accepted;In Progress; G4;;S33;2nd;PROD397;se;Sweden;Bharath
1-659618631;Medium;2012-02-20 10:48:15;Completed;Closed; G4;;S33;2nd;PROD397;se;Sweden;Bharath
1-659922661;Medium;2012-02-07 08:29:35;Accepted;In Progress; C;C_6;G250;3rd;PROD660;se;Sweden;Tomas
1-659922661;Medium;2012-02-08 08:44:29;Queued;Awaiting Assignment; C;C_6;G250;3rd;PROD660;se;Sweden;Tomas
1-660268091;Major;2012-03-08 14:51:56;Queued;Awaiting Assignment; C;E_7;G157;2nd;PROD597;in;INDIA;Rajesh Kumar
1-660268091;Major;2012-03-15 12:38:48;Accepted;In Progress; C;E_7;G157;2nd;PROD597;in;INDIA;Rajesh Kumar
1-660268091;Major;2012-03-15 12:39:42;Completed;Closed; C;E_7;G157;2nd;PROD597;in;INDIA;Rajesh Kumar
1-660268091;Major;2012-03-15 14:01:24;Accepted;In Progress; C;E_7;G157;2nd;PROD597;in;INDIA;Rajesh Kumar
1-660268091;Major;2012-03-15 14:05:26;Completed;Closed; C;E_7;G157;2nd;PROD597;in;INDIA;Rajesh Kumar
1-660393401;Low;2012-02-07 17:09:58;Accepted;In Progress; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-660393401;Low;2012-02-21 13:49:07;Accepted;Wait; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-660393401;Low;2012-02-28 09:49:20;Completed;Closed; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-660786538;Medium;2012-02-08 13:18:12;Accepted;In Progress; C;C_6;G273;3rd;PROD804;se;Sweden;Pascal
1-660786538;Medium;2012-02-08 13:27:33;Accepted;Wait; C;C_6;G273;3rd;PROD804;se;Sweden;Pascal
1-660786538;Medium;2012-04-11 12:56:45;Completed;Closed; C;C_6;G273;3rd;PROD804;se;Sweden;Pascal
1-660873096;Low;2012-02-08 14:43:39;Accepted;In Progress; A2;A2_3;S35;2nd;PROD368;se;Sweden;Ann-Charlotte
1-660873096;Low;2012-03-14 12:44:52;Completed;Closed; A2;A2_3;S35;2nd;PROD368;se;Sweden;Ann-Charlotte
1-660903884;Medium;2012-02-08 14:57:42;Queued;Awaiting Assignment; C;C_6;G148;3rd;PROD544;se;Sweden;Emil
1-660903884;Medium;2012-04-04 10:29:21;Accepted;In Progress; C;C_6;G148;3rd;PROD544;se;Sweden;Emil
1-660903884;Medium;2012-04-04 10:29:32;Completed;Closed; C;C_6;G148;3rd;PROD544;se;Sweden;Emil
1-660949435;Low;2012-02-08 17:07:29;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-660949435;Low;2012-03-13 11:35:07;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-661231558;Major;2012-02-09 09:52:23;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-661231558;Major;2012-03-05 15:52:49;Completed;Closed; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-661706786;High;2012-02-09 11:25:45;Accepted;In Progress; A2;A2_4;G113;2nd;PROD521;us;Sweden;Saki
1-661706786;High;2012-02-16 17:15:37;Accepted;Wait; A2;A2_4;G113;2nd;PROD521;us;Sweden;Saki
1-661706786;High;2012-05-02 09:07:53;Completed;Closed; A2;A2_4;G113;2nd;PROD521;us;Sweden;Saki
1-663851111;High;2012-02-09 16:36:08;Accepted;In Progress; C;E_10;G285;2nd;PROD646;se;Sweden;Leif
1-663851111;High;2012-03-01 10:40:26;Completed;Closed; C;E_10;G285;2nd;PROD646;se;Sweden;Leif
1-664579051;Medium;2012-02-10 08:52:07;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-664579051;Medium;2012-02-29 14:32:49;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-669119156;Major;2012-02-18 18:44:35;Queued;Awaiting Assignment; C;E_4;G88;2nd;PROD436;us;USA;Robert
1-669119156;Major;2012-02-28 16:36:29;Accepted;In Progress; C;E_4;G88;2nd;PROD436;us;USA;Robert
1-669119156;Major;2012-02-28 16:37:04;Accepted;Assigned; C;E_4;G88;2nd;PROD436;us;INDIA;Ramith
1-669119156;Major;2012-02-28 17:08:07;Accepted;Assigned; C;E_4;G88;2nd;PROD436;us;INDIA;Hineesh
1-669119156;Major;2012-03-05 16:29:45;Completed;Closed; C;E_4;G88;2nd;PROD436;us;INDIA;Hineesh
1-669202942;Medium;2012-02-12 21:01:32;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Per
1-669202942;Medium;2012-03-27 22:15:40;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Per
1-669804759;High;2012-02-13 08:03:37;Accepted;In Progress; C;E_7;G160;2nd;PROD673;se;Sweden;Peter
1-669804759;High;2012-04-01 16:50:09;Completed;Closed; C;E_7;G160;2nd;PROD673;se;Sweden;Peter
1-670754761;Medium;2012-02-13 10:03:27;Accepted;In Progress; C;E_4;G88;2nd;PROD793;in;USA;Robert
1-670754761;Medium;2012-02-13 10:06:36;Accepted;Wait; C;E_4;G88;2nd;PROD793;in;USA;Robert
1-670754761;Medium;2012-02-28 17:17:05;Queued;Awaiting Assignment; C;E_4;G88;2nd;PROD793;in;USA;Robert
1-672506739;Medium;2012-02-13 14:06:44;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;USA;Robert
1-672506739;Medium;2012-02-13 14:10:57;Accepted;Wait; C;E_4;G88;2nd;PROD793;us;USA;Robert
1-672506739;Medium;2012-03-07 13:20:54;Queued;Awaiting Assignment; C;E_4;G88;2nd;PROD793;us;USA;Robert
1-672506739;Medium;2012-03-12 19:32:08;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;Sweden;Vaibhav
1-672506739;Medium;2012-04-10 12:33:37;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-672506739;Medium;2012-04-10 12:36:46;Completed;Closed; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-672743704;High;2012-02-13 14:58:36;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-672743704;High;2012-02-14 10:14:30;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-672807011;Medium;2012-02-13 17:15:25;Accepted;In Progress; A2;A2_5;N18;2nd;PROD789;cn;China;Anson
1-672807011;Medium;2012-05-11 12:23:52;Accepted;In Progress; A2;A2_5;N18;2nd;PROD789;cn;China;Anson
1-672807011;Medium;2012-05-11 12:24:43;Completed;Closed; A2;A2_5;N18;2nd;PROD789;cn;China;Anson
1-672975080;Major;2012-02-14 09:48:36;Queued;Awaiting Assignment; C;E_10;G285;2nd;PROD209;se;Sweden;Leif
1-672975080;Major;2012-02-14 14:47:11;Accepted;In Progress; C;E_10;G285;2nd;PROD209;se;Belgium;Steve
1-672975080;Major;2012-02-15 11:00:42;Completed;Closed; C;E_10;G285;2nd;PROD209;se;Belgium;Steve
1-673143636;Medium;2012-02-14 12:38:20;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-673143636;Medium;2012-02-14 12:53:55;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-673151866;Medium;2012-02-14 10:46:27;Accepted;In Progress; G4;;S29;2nd;PROD176;se;Sweden;Erik
1-673151866;Medium;2012-02-14 15:19:06;Completed;Closed; G4;;S29;2nd;PROD176;se;Sweden;Erik
1-673224718;Medium;2012-02-14 12:50:22;Accepted;In Progress; C;C_6;G268;3rd;PROD805;se;Sweden;Vesa
1-673224718;Medium;2012-02-14 12:55:42;Queued;Awaiting Assignment; C;C_6;G268;3rd;PROD805;se;Sweden;Vesa
